Année;Lieux;Championnat;Code_Course;Distance;Finale;Position;Temps;Club1;Club2;Club3;Club4;Rameur1;Rameur2;Rameur3;Rameur4;Rameur5;Rameur6;Rameur7;Rameur8;Barreur
2016;Mâcon;Championnat de France J14;J14H2x;2000;FC;5.0;03:16.44;CACS;;;;Alexis LAFAY;Nathan MORANDET;;;;;;;
2016;Mâcon;Championnat de France J14;J14H2x;2000;FC;6.0;03:23.85;ASTL;;;;Theo WILHELM;Nicolas JEANTOU;;;;;;;
2016;Mâcon;Championnat de France J14;J14H2x;2000;FD;1.0;03:14.25;SNSA;;;;Lucas LAFFITTE;Mathis BARRE;;;;;;;
2016;Mâcon;Championnat de France J14;J14H2x;2000;FD;2.0;03:14.75;AS81;;;;Baptiste RICHERT;Tancrede PETIT;;;;;;;
2016;Mâcon;Championnat de France J14;J14H2x;2000;FD;3.0;03:18.45;ASM;;;;Damien WALLON;Mael MINARDI;;;;;;;
2016;Mâcon;Championnat de France J14;J14H2x;2000;FD;4.0;03:19.47;CASG;;;;Aymen GASSEM;Lois BONNET;;;;;;;
2016;Mâcon;Championnat de France J14;J14H2x;2000;FD;5.0;03:20.84;CNAN;;;;Remi TROVATINI;Eddy JACQUET;;;;;;;
2016;Mâcon;Championnat de France J14;J14H2x;2000;FD;6.0;03:21.01;CNME;;;;Basile CATEL;Andy TACCOLINI;;;;;;;
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FA;1.0;03:00.13;ENAB;;;;Enzo DELANNAI;Clement ASSIER;Nicolas ARMENJON;Baptiste PETIT-ROULET;;;;;Beatrice MICHEL
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FA;2.0;03:04.12;CALY;;;;Paul Emile PIGNOT DUBOST;Yohan GOTZ;Baptiste BERTHET;Charles DONOT;;;;;Arnaud ANJARRY
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FA;3.0;03:04.55;SRME;;;;Martin GERSPACH;Zerin KUDUZOVIC;Hugo MASSON;Thibaut HUYSENTRUYT;;;;;Florian BAUMANN
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FA;4.0;03:05.14;SNO;;;;Matis HAMOUCHE;Nathan DUBUS;Lucas MAJOREK;Nicolas EZRATTI;;;;;Camille AMIAND
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FA;5.0;03:06.06;CAM;;;;Maxime AVAKIAN;Nemo LEMOINE;Mazir HADDAD;Bastien AMOSSO-MATTEA;;;;;Baptiste CARREAU
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FA;6.0;03:12.86;CAN;;;;Antoine BIONDI;Paul MASSON;Axon CHAUVET;Paul DBJAY;;;;;Guilhem DE CLERCK
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FB;1.0;03:09.81;ABAY;;;;Lilyan MIRANDA;Julen BARRAQUET;Jolan MANCICIDOR;Hugo GRACIA;;;;;Xabi LASSOUED
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FB;2.0;03:11.32;SNBS;;;;Baptiste DE MONTGOLFIER;Felix KALIL;Baptiste ROQUES;Louis MARCHAL;;;;;Aline COINTREL
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FB;3.0;03:11.60;ANA;;;;Jules CHIRON;Nicolas JOURNO;Jeanbenoit ASTORG;Isaac SROKA;;;;;Lena ALVES RIBEIRO
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FB;4.0;03:12.83;SNAV;;;;Paul CABALE;Esteban LE MAGNEN;Antoine BOURSE;Andrea BERGAMOTTO;;;;;Arthur PERNIAS
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FB;5.0;03:13.04;CSAV;;;;Luca MOISSINAC;Lucas HARS;Maugan DEGEORGES;Hugues CARRER;;;;;Thomas PORRAL
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FB;6.0;03:55.42;ACOO;;;;Jules BOYER;Pierre GIEN;Diego PORCHERON;Swann NIVET;;;;;Maxence CARLES
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FC;1.0;03:05.35;ACAN;;;;Nemo CIMENT;Yann LE CAMPION;Pierre ALOUI;Simon SOULAT;;;;;Martin SCHMIDT
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FC;2.0;03:06.43;ATOU;;;;Alexandre BARSSE;Maxime TEGEL;Quentin DELSOL;Etienne BRAZIER;;;;;Charlotte POGGIALI
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FC;3.0;03:06.75;CALL;;;;Awen JACQ-BODET;Felicien BROWN;Alexandre VALLE;Timéo PUTMAN-PIRES DA ROCHA;;;;;Emile HENRY
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FC;4.0;03:09.22;SNAB;;;;Hugo VERBRUGGHE;Jeanbaptiste DESJARDINS;Jules KRAWCZYK;Killian THUILLART;;;;;Henry ROUGE
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FC;5.0;03:09.34;ACDB;;;;Charles GIULIANI;Julien CAILLAUD;Maxime PERUGNEAU;Matisse DELAMBRE;;;;;Matthieu VALLE
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FC;6.0;03:10.30;UNCA;;;;Hugo VASSEUR;Camille LAVALLEE;Jules CRESSON;Gabriel LAVALLÉE;;;;;Nordine BOUZRAYGA
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FD;1.0;03:11.00;ENB;;;;Eloi MOUROT;Raphael MOURGUES;Martin PATANCHON;Quentin POURTIER;;;;;Alvaro PINERO
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FD;2.0;03:13.74;CNNI;;;;Hugo BIONAZ;Pierrelouis DELATTRE;Nicolas GOUSSAROV;Zaccharia GHOZAYEL;;;;;Simon ALLANO
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FD;3.0;03:14.15;CAVI;;;;Nicolas DROISSART;Alex BUFFARD;Thomas FOUGEROUSE;Justin CHONIER;;;;;Nolwenn PERARD
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FD;4.0;03:17.89;ABEA;;;;Hugo JULIA;Gael ROUMANILLE;Mathieu ROUX;Killian RIGAL;;;;;Pierre FOISSEY
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FD;5.0;03:18.15;ABA;;;;Paul VANDEWALLE;Aurelien DEGAIN;Noah MERLEVELDE;Tom CIREDDU;;;;;Corentin ROLAND
2016;Mâcon;Championnat de France J14;J14H4x+;2000;FD;6.0;03:23.07;CAEV;;;;Théo ROCHER;Jeremy VERNAZ PETIT CLAUDE;Anthony CHARLES;Mathis MOMPLAY;;;;;Marie MICHEL
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FA;1.0;02:52.50;SHA;;;;Amadeo HOT;Edgar MICHAUD;Martin VILLAIN;Tom PAINBLANC;Thibaut ANDREY;Victore SAYARET;Raphael CARBONNEL;Dorian PASQUIER;Nathan LE DUEY
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FA;2.0;02:54.53;ACLL;;;;Matteo THEVES;Clement CHAMPALLE;Chahine MAMOUNI;Hippolyte GILLET;Timothee LONATI;Amaury CHATAGNON;Cyrus SEVEAU;Victor JACQUIN;Charles TROLLE
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FA;3.0;02:54.85;CNCB;;;;Armand PFISTER;Benoit BONNAVION;Martin CROCHET;Mathis KURZ;Alexis COUPAT;Mathis ESNAULT;Leo LEMOINE;Aymeric GERMAIN;Paco SUAREZ MARTIN
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FA;4.0;02:55.64;CNLB;;;;Gregoire BIREAU;Nicolas CHECHELSKI;Pierrejean FAURE;Alban MEYNARD;Matheo IWEINS;Alexandre ISSEN;Florian MAUVAIS;Arnaud CERIEZ;Etienne JANKOWSKI
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FA;5.0;02:57.50;SNNA;;;;Allan LOPES;Mael CONUS;Emile BRANCHEREAU-ANGELUCCI;Louis AUBREGE;Achille PETAT;Quentin SCHUSTER;Hugo MARIA;Hector GALLIOT;Arthur TOURDIAT
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FA;6.0;03:27.58;CNVS;;;;Mickaël OSOROVITZ;Emmanuel MATHIEU;Edouard MOURET;Guillaume BEBON;Giacomo DATTOLO;Aurelien BIGOT;Theophane MAS;Marius NAUTIN;Lucas BORDENAVE
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FB;1.0;02:56.98;CNVD;;;;Constant CANNAUX;Albert GEIB;Ethan PLARD;Antoine CHAPELET;Lucas LAFRATTA;Cedric HAAS;Honoré CLAISSE;Julian LABORDE;Agathe ANGONIN
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FB;2.0;02:58.59;Tours Aviron Club;;;;Alistair GICQUEAU;Nicolas GARNIER;Amaury VASSEUR;Matteo FANTELLI;Marin DELAVILLARMOIS;Edouard LEPRON;Charles Antoine LHOTELLIER;Louis SALOMON;Lola CLEDE GAUTIER
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FB;3.0;02:58.70;SNBE;;;;Tobias GILBERT;Baptiste DEBEST;Clement AUBIER;Thibaut CAILLET;Alexander PRINCE;Matheo BRANCHUT;Quentin GAILLARD;Augustin CAILLET;Jules DEBEST
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FB;4.0;03:01.54;AGRE;;;;Martin CICUT;Lino REBILLARD;Baptiste PETIT;Louison SCHWEIZER;Ilian OLEON;Antoine NONIER;Axel VANDESOMPELE;Olivier PERENYI;Lise VAUZELLE
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FB;5.0;03:03.31;SESN;;;;Valerian SCHNEGGENBURGER;Victor DERBOIS;Charles PHO;Ulysse LERAY;Leo VIDALMAISON;Matthieu GONNET;Maxime NAILLOT;Louis ANNE;Gabin HALIFI
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FB;6.0;03:03.81;ACLA;;;;Loris MUGNIER-BROZ;Mattis SEBERT;Flavien CLANCHE;Baptiste ROSSELET;Jason LEVET;Baptiste OBERFALCER;Martin BRUN;Enzo MAITRE NORMAND;Emeline BELLEMIN
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FC;1.0;02:59.83;AMAJ;;;;Valentin BRUDE;Clement LEPRETRE;Florian LACHKAR;Lucas CONSTANZA;Baptiste CORMORANT;Gabriel MARCOS;Lucas COURSAT;Valentin ARTHAUD;Lawry COUSTILLAS
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FC;2.0;03:01.42;RCPM;;;;Antonin ROTTMAN;Theodore TREMBLOT DE LA CROIX;Gaetan LEROY;Balthazar WILSON;Gautier HAUDEBERT;Bruno PEYSSARD;Diego LOUBIERE;Sacha OBEGI;Titouan DE GIOVANNI
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FC;3.0;03:02.86;SRMA;;;;Cilio LEMON;Arthur CHOQUET;Samuel MASSON;Loris MARET;Camille MARTIN;Leon JAMBON;Jocelyn GUICHARD;Etienne RIBEIRO;Hector DALSACE
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FC;4.0;03:03.75;SNP;;;;Jules BARCELO;Antoine GENET;Ismael ELOUARDI;Pierre HERMENAULT;Julien CARRICONDO;Arthur MEUNIER;Youenn MERAPPERE;Luc PEYRARD LEJEUNE;Antoine MARCELLIN
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FC;5.0;03:04.28;B92;;;;Nour HEMRAJ RIBES;Pierre FANTAUZZI;Sacha CASTELLO;Hadryel MONNOT;Hugo HARVEY;Aymeric LOUNDI;Louis CAYOL;Léo COIGNARD;Chloe RIVOAL
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FC;6.0;03:05.51;AUNV;;;;Killian CLECHET;Maxime ROUX;Gregory LIVERNOIS;Hector GARNIER FIERE;Tom MOULAIRE;Victor MINOT;Johann SCELLES;Alexandre CIRERA;Paul HAUDEVILLE
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FD;1.0;03:03.85;RREM;;;;Aristide BENOIT;Raphael GRELET;Armand MAITRE;Mateo CHARVET;Melih DUZGUN;Leo DELREUX;Antoine LETZGUS;Clement BONIN;Clementine COUSIN
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FD;2.0;03:04.40;AUNL;;;;Theo RUDKIN;Gaspard RABY;Yann TILLET;Maxime MASSONNAT;Romain AUVRAY;Emerick RATEL;Azad SEIDA;Amaury SALZI DEGY;Basile PERRIN
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FD;3.0;03:07.50;ADEC;;;;Marlo JIMENEZ;Lucas MOREL;Florian BRISON;Samuel COHEN;Luis ORUBE-CALDEVILLA;Tristan VILLIER;Chloe LAPRAY;Eliot NOYER;David CHARBILLOT
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FD;4.0;03:08.62;AVIL;;;;Lucas GAGNAYRE;Eliott BUTAULT;Thomas WEEDON;Diego GRENIER;Cyprien CARRERE;Lucas DESCOMPS;Pierrick GAUBAN;Ryan JOUFFROY;Charlotte ABOULICAM COUSIN
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FD;5.0;03:08.81;ABAY;;;;Ayous BLOM- LARCEBAL;Loup RENAUD;Nicolas LEVET-VIGNAUD;Iker DUFOURG;Lenny PLANCHET;Etienne ARRIETA;Pierre HAMANT;Souleymane VIENNE;Mathias GULACSY
2016;Mâcon;Championnat de France J14;J14H8x+;2000;FD;6.0;03:12.18;SNNA;;;;Paul GEHIN;Alban GUILLAUMOT;Maxime DEMOULIN;Hippolyte VINCENT;Victor ANTOINE;Nathan BIENTZ;Petru VASILESCU;Enzo MOREAU;Briac SIVOT
2016;Vichy;Championnat de France J16;J16F1x;2000;FA;1.0;05:57.32;SNAM;;;;Leane MAUPIN;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FA;2.0;05:59.77;SNHS;;;;Lucine AHYI;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FA;3.0;06:04.06;COMA;;;;Margot LOUBEYRE;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FA;4.0;06:06.65;AMJ;;;;Pauline ROSSIGNOL-TOLLARD;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FA;5.0;06:17.26;ASCO;;;;Ombeline LUCAS;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FA;6.0;06:23.40;ARLC;;;;Roxane NUGUE;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FB;1.0;06:18.57;CNGC;;;;Anna SOULIE-PETERSEN;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FB;2.0;06:19.38;TASL;;;;Clementine BRON;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FB;3.0;06:23.96;CLLA;;;;Camille FOSSAERT;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FB;4.0;06:25.70;ABOU;;;;Zoe DA COSTA;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FB;5.0;06:26.86;MAAC;;;;Cecilia FOUQUET;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FB;6.0;06:29.18;ENAB;;;;Camille GERAY;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FC;1.0;06:29.91;ASCE;;;;Lucile OLIVIER;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FC;2.0;06:30.28;SNAB;;;;Louise DELAHAYE;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FC;3.0;06:34.97;SNMO;;;;Clara STEFANELLI;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FC;4.0;06:37.02;SNCH;;;;Lucie FURET;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FC;5.0;06:37.69;COMA;;;;Andrea MARINHO;;;;;;;;
2016;Vichy;Championnat de France J16;J16F1x;2000;FC;6.0;06:37.70;ACLA;;;;Juliette NEYRAT;;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FA;1.0;05:52.66;RCST;;;;Eva BASTIAN;Mathilde RISSO;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FA;2.0;06:05.54;AS81;;;;Jeanne CHARBOGNE;Carla DURR;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FA;3.0;06:06.76;ABEA;;;;Laure PICCIRILLO;Lucile MASSE;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FA;4.0;06:09.82;SNT;;;;Emma CHASTENET;Juliette BIATEK;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FA;5.0;06:11.49;CNMI;;;;Morgane DAUNESSE;Louise JEANSON;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FA;6.0;06:13.25;ACLA;;;;Mia TRIOT-SASSOLAT;Maella FAVRAIS;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FB;1.0;06:12.18;ABAY;;;;Daphné GUIBON;Youmna WAJOU;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FB;2.0;06:15.22;ACLA;;;;Lea GOUTIERE;Margaux BAETCHE;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FB;3.0;06:16.16;SNAV;;;;Una CLEAR;Lorette FORCHARD;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FB;4.0;06:19.95;CAM;;;;Pauline ARNOUX;Lou GIVORT;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FB;5.0;06:29.86;AMJ;;;;Lylou DESLAVIERE;Ines-Lyna SERHIR;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FC;1.0;06:20.61;SNCC;;;;Marine GAUTHIER;Louise CHEVALLIER;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FC;2.0;06:23.84;Cercle Nautique de Canteleu Croisset;;;;Lucile LENOUVEL;Julie TREUNET;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FC;3.0;06:24.27;USTA;;;;Rozenn LOLLIER;Justine MATTE;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FC;4.0;06:27.46;SNSO;;;;Oriane MOUTON;Salome LEGENDRE;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FC;5.0;06:32.83;ASET;;;;Jeanne DE BUSSCHERE;Aléxia ALCARAZ;;;;;;;
2016;Vichy;Championnat de France J16;J16F2-;2000;FC;6.0;06:37.32;ACLA;;;;Julie DORVAL;Lisa GAIME;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FA;1.0;05:42.78;CACS;;;;Mathilde CAVARD;Marianna JOLY;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FA;2.0;05:46.37;CNAR;;;;Eva KLIMACEK;Fatou DIAGNE;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FA;3.0;05:47.88;CNVD;;;;Alice LEROUX;Clara SCHULTE;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FA;4.0;05:49.04;CNLB;;;;Josephine CORNUT DANJOU;Alice EGELE;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FA;5.0;05:56.49;CAEV;;;;Manon ANDREATTA;Emilie CHARLES;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FA;6.0;05:58.94;ASTL;;;;Alexia WILHELM;Marie-Xavière THIEBAUT;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FB;1.0;05:53.07;ADBO;;;;Bianca LESPINE;Carla RAMPAZZO;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FB;2.0;05:57.55;Aviron Chateaulinois;;;;Nolwenn WATTEYNE;Amelie LE COQ;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FB;3.0;05:59.84;CNME;;;;Lucie SLOWINSKI;Chloe RAYMOND;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FB;4.0;06:03.42;CATH;;;;Ella VAN NIELEN;Juliette RAYMOND;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FB;5.0;06:03.73;PA66;;;;Jeanne OLIVET;Laura BELASCO;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FB;6.0;06:06.47;AAGA;;;;Ophelie JUST;Luna HOULLIER;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FC;1.0;06:13.61;AMJ;;;;Clothilde DELLIAUX;Lise TOLLARD;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FC;2.0;06:18.91;SNSO;;;;Lou VISBECQ;Morgane MAUFROIS;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FC;3.0;06:23.13;SRME;;;;Leane FIORUCCI;Jeanne LORRAIN;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FC;4.0;06:24.37;SESN;;;;Emma JORI-LAZZARINI;Victoria LEGRAND;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FC;5.0;06:26.94;ASED;;;;Jade BAJEUX;Flavie DHAINAUT;;;;;;;
2016;Vichy;Championnat de France J16;J16F2x;2000;FC;6.0;06:30.49;ATON;;;;Zoé OULIÉ;Camille GAUCHER;;;;;;;
2016;Vichy;Championnat de France J16;J16F4+;2000;FA;1.0;05:32.46;SPDU;;;;Elisa LAGERSIE;Mathilde BAILLEUX;Josephine GOETGHEBEUR;Florane LEMEE;;;;;Nathalie DUPETIT
2016;Vichy;Championnat de France J16;J16F4+;2000;FA;2.0;05:37.16;ABAY;;;;France BERTHOUMIEU;Adeline ROSA PEROTTEAU;Marie PACHEBAT;Alexia TOSINI;;;;;Xabi LASSOUED
2016;Vichy;Championnat de France J16;J16F4+;2000;FA;3.0;05:39.28;SRME;;;;Fanny SILVESTRI;Lou FABING;Manon HILDENBRAND;Camille LEGRAND;;;;;Yael DELYON
2016;Vichy;Championnat de France J16;J16F4+;2000;FA;4.0;05:42.30;ACOO;;;;Camille RATIER;Paloma ABENZA;Marion DI BARTOLOMEO;Juliette CAMUS;;;;;Noe MAILLY
2016;Vichy;Championnat de France J16;J16F4+;2000;FA;5.0;05:42.47;SHA;;;;Eugenie BAILLEUL;Camille COUSTHAM;Pauline GILLOT;Clara VALINDUCQ;;;;;Driss AZIZ
2016;Vichy;Championnat de France J16;J16F4+;2000;FA;6.0;05:44.61;AUNV;;;;Melissa RAGHEBOOM;Louise DROIN;Alexane VOLAY;Elisa AZRIA;;;;;Agathe BALINT
2016;Vichy;Championnat de France J16;J16F4+;2000;FB;1.0;05:45.38;AUNL;;;;Marion PACCHIODO;Blandine DELYSDAMIRON;Elisa LAFFLY;Coline BEAURENAULT;;;;;Samuel LEGER
2016;Vichy;Championnat de France J16;J16F4+;2000;FB;2.0;05:45.56;ENAB;;;;Maeva MORVAN;Emmy BENOLLET;Charline SENET;Lea MORVAN;;;;;Vanina PALLATIN
2016;Vichy;Championnat de France J16;J16F4+;2000;FB;3.0;05:49.03;CRMM;;;;Perrine SBRAIRE;Clara AUBRIER;Chloe CROLET;Eloise CATHALA SARFATI;;;;;Fanny CORBET
2016;Vichy;Championnat de France J16;J16F4+;2000;FB;4.0;05:49.27;SNBA;;;;Elaia ELISSALDE;Marine ORTEGA;Julie TAUZIN;Eneka CASTET;;;;;Marie LAPHITZ
2016;Vichy;Championnat de France J16;J16F4+;2000;FB;5.0;05:52.92;ASTC;;;;Lora MEDARD;Lea COURTEMANCHE;Marine LECLAIRE;Lorena DEL MONTE;;;;;Hugues MASSETTI
2016;Vichy;Championnat de France J16;J16F4+;2000;FB;6.0;06:05.50;RCPM;;;;Camille BOURGOIN;Chloe PORTIER;Giulia GIANFELICI;Adele PATAROT;;;;;Theotime RANCHON
2016;Vichy;Championnat de France J16;J16F4+;2000;FC;1.0;05:56.63;CNF;;;;Victoire HEURTEUX;Celia MAMAN;Zoe SANTONI;Ambremarie BANZET;;;;;Jean-Baptiste LEGEAI
2016;Vichy;Championnat de France J16;J16F4+;2000;FC;2.0;06:02.76;SNPM;;;;Malaury THIERY;Alicia SCHATZ;Coline GROSSE;Eloise MENARD;;;;;Maitena MATEUS
2016;Vichy;Championnat de France J16;J16F4+;2000;FC;3.0;06:04.02;ATCG;;;;Mathilde LLACER;Chloe MAINGOT;Illana BARRY;Gwladys ARRAGON;;;;;Laela LEPHORE
2016;Vichy;Championnat de France J16;J16F4+;2000;FC;4.0;06:09.43;ABAY;;;;Claire BARDE;Lou BURUCOA;Nastassia TSOPELS-MOTTE;Lisa FASSBENDER;;;;;????? GULACSY
2016;Vichy;Championnat de France J16;J16F4+;2000;FC;5.0;06:15.15;ANA;;;;Diane DUCHAUSSOY;Sirine BAHIDA;Clemence LEBRUN;Chloë YVINEC;;;;;Lohan LEROY
2016;Vichy;Championnat de France J16;J16F4+;2000;FC;6.0;06:15.50;CSNB;;;;Lisa EIX;Sarah ORLIANGES;Alexia CHASTAGNIER;Camille DUPUY;;;;;Amandine RABINEL
2016;Vichy;Championnat de France J16;J16F4x;2000;FA;1.0;05:17.49;SNBS;;;;Ines BOCCANFUSO;Justine OUDET;Suzanne DEGARDIN;Clemence SOLVET;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FA;2.0;05:20.25;CNTA;;;;Margot CECCON;Marie-Claire SORLIER;Mia TONNELIER;Audrey BIGNARDI;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FA;3.0;05:22.05;SNP;;;;Marion PARCIGNEAU;Emeline GORGUET;Anais LEFORT;Lucie VIVENSANG;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FA;4.0;05:22.52;ACSO;;;;Dune COSTES;Lena DUHAA;Louanne DEDIEU;Agathe GODEMET;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FA;5.0;05:24.61;ACLL;;;;Solène DUPONT;Jade BOSDEDORE;Margot CHAMBAUD;Julie LOPEZ PEREZ;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FA;6.0;05:29.24;RCCM;;;;Salome GARNIER;Nicola ANDERSON;Laurie ROSSI;Flora VIVES;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FB;1.0;05:29.46;CNAN;;;;Lucie DAVOINE;Maryne LE COQ;Anne Claire PECCOUD;Clea BLANC;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FB;2.0;05:30.28;ENB;;;;Julie BLANC;Marine ZANETTI;Perrine SARRAUTE;Agnes GALTIER;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FB;3.0;05:31.29;ACMO;;;;Clementine LASSERRE;Alix BEGUE;Aurianne BELBEZE;Sarah PANAROTTO;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FB;4.0;05:33.50;ASM;;;;Marie DELOT;Caroline NERE;Elea DUQUESNE;Alaa BENKADA;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FB;5.0;05:33.90;CNCB;;;;Oceane CLERC   VENTURINI;Elise PLASSE;Salome BAUP;Apolline CARMAGNAC;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FB;6.0;06:30.01;SNHS;;;;Juliette BAUER;Anaëlle PERREAU;Lucile AÏCHOUR;Doriane LEDAIN;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FC;1.0;05:43.17;GUSA;;;;Alizée SENGIER;Laurine LE GUELLEC;Lea VERMEESCH;Juliette FOURCROY;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FC;2.0;05:44.02;CAN;;;;Anaëlle CARABIN;Marion ORY;Fanny DUVAL-DACHARY;Eugenie BERTRAND;;;;;
2016;Vichy;Championnat de France J16;J16F4x;2000;FC;3.0;05:45.13;CNNI;;;;Manelle SOUAHLIA;Ines NALLBANI-BARBERAS;Valentine ARTUS;Iris CLAIR;;;;;
